	reactome-id	name	species	wp-id
382	R-HSA-5357905	Regulation of TNFR1 signaling	Homo sapiens	
383	R-HSA-5357786	TNFR1-induced proapoptotic signaling	Homo sapiens	
384	R-HSA-5626978	TNFR1-mediated ceramide production	Homo sapiens	
385	R-HSA-75158	TRAIL  signaling	Homo sapiens	
386	R-HSA-186797	Signaling by PDGF	Homo sapiens	WP1916
387	R-HSA-186763	Downstream signal transduction	Homo sapiens	
388	R-HSA-1227986	Signaling by ERBB2	Homo sapiens	WP2780
389	R-HSA-1963642	PI3K events in ERBB2 signaling	Homo sapiens	
390	R-HSA-1306955	GRB7 events in ERBB2 signaling	Homo sapiens	
391	R-HSA-6785631	ERBB2 Regulates Cell Motility	Homo sapiens	
392	R-HSA-8863795	Downregulation of ERBB2 signaling	Homo sapiens	
393	R-HSA-1358803	Downregulation of ERBB2:ERBB3 signaling	Homo sapiens	
394	R-HSA-1963640	GRB2 events in ERBB2 signaling	Homo sapiens	
395	R-HSA-1251932	PLCG1 events in ERBB2 signaling	Homo sapiens	
396	R-HSA-1250196	SHC1 events in ERBB2 signaling	Homo sapiens	
397	R-HSA-201451	Signaling by BMP	Homo sapiens	WP2760
398	R-HSA-2187338	Visual phototransduction	Homo sapiens	WP2776
399	R-HSA-2453902	The canonical retinoid cycle in rods (twilight vision)	Homo sapiens	
400	R-HSA-2466712	Biosynthesis of A2E, implicated in retinal degradation	Homo sapiens	
401	R-HSA-2466712	Biosynthesis of A2E, implicated in retinal degradation	Homo sapiens	
402	R-HSA-2514856	The phototransduction cascade	Homo sapiens	
403	R-HSA-2514859	Inactivation, recovery and regulation of the phototransduction cascade	Homo sapiens	
404	R-HSA-2485179	Activation of the phototransduction cascade	Homo sapiens	
405	R-HSA-975634	Retinoid metabolism and transport	Homo sapiens	WP3839
406	R-HSA-975634	Retinoid metabolism and transport	Homo sapiens	WP3839
407	R-HSA-2187335	The retinoid cycle in cones (daylight vision)	Homo sapiens	
408	R-HSA-6806834	Signaling by MET	Homo sapiens	
409	R-HSA-8851805	MET activates RAS signaling	Homo sapiens	
410	R-HSA-8851907	MET activates PI3K/AKT signaling	Homo sapiens	
411	R-HSA-8875878	MET promotes cell motility	Homo sapiens	
412	R-HSA-8874081	MET activates PTK2 signaling	Homo sapiens	
413	R-HSA-8875513	MET interacts with TNS proteins	Homo sapiens	
414	R-HSA-8875555	MET activates RAP1 and RAC1	Homo sapiens	
415	R-HSA-8865999	MET activates PTPN11	Homo sapiens	
416	R-HSA-8875656	MET receptor recycling	Homo sapiens	
417	R-HSA-6806942	MET Receptor Activation	Homo sapiens	
418	R-HSA-6807004	Negative regulation of MET activity	Homo sapiens	
419	R-HSA-8875791	MET activates STAT3	Homo sapiens	
420	R-HSA-166520	Signalling by NGF	Homo sapiens	WP1976
421	R-HSA-193704	p75 NTR receptor-mediated signalling	Homo sapiens	
422	R-HSA-204998	Cell death signalling via NRAGE, NRIF and NADE	Homo sapiens	
423	R-HSA-205043	NRIF signals cell death from the nucleus	Homo sapiens	
424	R-HSA-205025	NADE modulates death signalling	Homo sapiens	
425	R-HSA-193648	NRAGE signals death through JNK	Homo sapiens	
426	R-HSA-193639	p75NTR signals via NF-kB	Homo sapiens	
427	R-HSA-209543	p75NTR recruits signalling complexes	Homo sapiens	
428	R-HSA-209560	NF-kB is activated and signals survival	Homo sapiens	
429	R-HSA-193681	Ceramide signalling	Homo sapiens	
430	R-HSA-193697	p75NTR regulates axonogenesis	Homo sapiens	
431	R-HSA-193634	Axonal growth inhibition (RHOA activation)	Homo sapiens	
432	R-HSA-209563	Axonal growth stimulation	Homo sapiens	
433	R-HSA-193692	Regulated proteolysis of p75NTR	Homo sapiens	
434	R-HSA-205017	NFG and proNGF binds to p75NTR	Homo sapiens	
435	R-HSA-193670	p75NTR negatively regulates cell cycle via SC1	Homo sapiens	
436	R-HSA-187037	NGF signalling via TRKA from the plasma membrane	Homo sapiens	WP1873
437	R-HSA-198745	Signalling to STAT3	Homo sapiens	
438	R-HSA-198203	PI3K/AKT activation	Homo sapiens	
439	R-HSA-187687	Signalling to ERKs	Homo sapiens	
440	R-HSA-187706	Signalling to p38 via RIT and RIN	Homo sapiens	
441	R-HSA-169893	Prolonged ERK activation events	Homo sapiens	
442	R-HSA-170984	ARMS-mediated activation	Homo sapiens	
443	R-HSA-170968	Frs2-mediated activation	Homo sapiens	
444	R-HSA-167044	Signalling to RAS	Homo sapiens	
445	R-HSA-197529	Feedback control in the MAPK signaling module	Homo sapiens	
446	R-HSA-171007	p38MAPK events	Homo sapiens	
447	R-HSA-177504	Retrograde neurotrophin signalling	Homo sapiens	
448	R-HSA-187015	Activation of TRKA receptors	Homo sapiens	
449	R-HSA-187024	NGF-independant TRKA activation	Homo sapiens	
450	R-HSA-187042	TRKA activation by NGF	Homo sapiens	
451	R-HSA-167021	PLC-gamma1 signalling	Homo sapiens	
452	R-HSA-198725	Nuclear Events (kinase and transcription factor activation)	Homo sapiens	
453	R-HSA-198753	ERK/MAPK targets	Homo sapiens	
454	R-HSA-198753	ERK/MAPK targets	Homo sapiens	
455	R-HSA-198753	ERK/MAPK targets	Homo sapiens	
456	R-HSA-198753	ERK/MAPK targets	Homo sapiens	
457	R-HSA-198753	ERK/MAPK targets	Homo sapiens	
458	R-HSA-198753	ERK/MAPK targets	Homo sapiens	
459	R-HSA-198753	ERK/MAPK targets	Homo sapiens	
460	R-HSA-198753	ERK/MAPK targets	Homo sapiens	
461	R-HSA-198753	ERK/MAPK targets	Homo sapiens	
462	R-HSA-198753	ERK/MAPK targets	Homo sapiens	
463	R-HSA-202670	ERKs are inactivated	Homo sapiens	
464	R-HSA-202670	ERKs are inactivated	Homo sapiens	
465	R-HSA-202670	ERKs are inactivated	Homo sapiens	
466	R-HSA-202670	ERKs are inactivated	Homo sapiens	
467	R-HSA-202670	ERKs are inactivated	Homo sapiens	
468	R-HSA-202670	ERKs are inactivated	Homo sapiens	
469	R-HSA-202670	ERKs are inactivated	Homo sapiens	
470	R-HSA-202670	ERKs are inactivated	Homo sapiens	
471	R-HSA-202670	ERKs are inactivated	Homo sapiens	
472	R-HSA-202670	ERKs are inactivated	Homo sapiens	
473	R-HSA-199920	CREB phosphorylation	Homo sapiens	
474	R-HSA-199920	CREB phosphorylation	Homo sapiens	
475	R-HSA-199920	CREB phosphorylation	Homo sapiens	
476	R-HSA-199920	CREB phosphorylation	Homo sapiens	
477	R-HSA-199920	CREB phosphorylation	Homo sapiens	
478	R-HSA-199920	CREB phosphorylation	Homo sapiens	
479	R-HSA-199920	CREB phosphorylation	Homo sapiens	
480	R-HSA-199920	CREB phosphorylation	Homo sapiens	
481	R-HSA-199920	CREB phosphorylation	Homo sapiens	
482	R-HSA-199920	CREB phosphorylation	Homo sapiens	
483	R-HSA-198765	Signalling to ERK5	Homo sapiens	
484	R-HSA-167060	NGF processing	Homo sapiens	
485	R-HSA-5362517	Signaling by Retinoic Acid	Homo sapiens	WP3323
486	R-HSA-5365859	RA biosynthesis pathway	Homo sapiens	
487	R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Homo sapiens	WP2677
488	R-HSA-2428924	IGF1R signaling cascade	Homo sapiens	
489	R-HSA-2428928	IRS-related events triggered by IGF1R	Homo sapiens	
490	R-HSA-112399	IRS-mediated signalling	Homo sapiens	
491	R-HSA-112399	IRS-mediated signalling	Homo sapiens	
492	R-HSA-109704	PI3K Cascade	Homo sapiens	
493	R-HSA-109704	PI3K Cascade	Homo sapiens	
494	R-HSA-109703	PKB-mediated events	Homo sapiens	
495	R-HSA-109703	PKB-mediated events	Homo sapiens	
496	R-HSA-165160	PDE3B signalling	Homo sapiens	
497	R-HSA-165160	PDE3B signalling	Homo sapiens	
498	R-HSA-165159	mTOR signalling	Homo sapiens	WP3318
499	R-HSA-165159	mTOR signalling	Homo sapiens	WP3318
500	R-HSA-165181	Inhibition of TSC complex formation by PKB	Homo sapiens	
501	R-HSA-165181	Inhibition of TSC complex formation by PKB	Homo sapiens	
502	R-HSA-380972	Energy dependent regulation of mTOR by LKB1-AMPK	Homo sapiens	WP2748
503	R-HSA-380972	Energy dependent regulation of mTOR by LKB1-AMPK	Homo sapiens	WP2748
504	R-HSA-166208	mTORC1-mediated signalling	Homo sapiens	
505	R-HSA-166208	mTORC1-mediated signalling	Homo sapiens	
506	R-HSA-165158	Activation of AKT2	Homo sapiens	
507	R-HSA-165158	Activation of AKT2	Homo sapiens	
508	R-HSA-112412	SOS-mediated signalling	Homo sapiens	
509	R-HSA-112412	SOS-mediated signalling	Homo sapiens	
510	R-HSA-2428933	SHC-related events triggered by IGF1R	Homo sapiens	
511	R-HSA-74752	Signaling by Insulin receptor	Homo sapiens	WP1913
512	R-HSA-77387	Insulin receptor recycling	Homo sapiens	
513	R-HSA-74751	Insulin receptor signalling cascade	Homo sapiens	
514	R-HSA-74713	IRS activation	Homo sapiens	
515	R-HSA-74749	Signal attenuation	Homo sapiens	
516	R-HSA-5683057	MAPK family signaling cascades	Homo sapiens	
517	R-HSA-5687128	MAPK6/MAPK4 signaling	Homo sapiens	
518	R-HSA-5684996	MAPK1/MAPK3 signaling	Homo sapiens	
519	R-HSA-112409	RAF-independent MAPK1/3 activation	Homo sapiens	
520	R-HSA-110056	MAPK3 (ERK1) activation	Homo sapiens	
521	R-HSA-112411	MAPK1 (ERK2) activation	Homo sapiens	
522	R-HSA-1236394	Signaling by ERBB4	Homo sapiens	WP2781
523	R-HSA-1250342	PI3K events in ERBB4 signaling	Homo sapiens	
524	R-HSA-1250347	SHC1 events in ERBB4 signaling	Homo sapiens	
525	R-HSA-1251985	Nuclear signaling by ERBB4	Homo sapiens	
526	R-HSA-1170546	Prolactin receptor signaling	Homo sapiens	WP2678
527	R-HSA-1170546	Prolactin receptor signaling	Homo sapiens	WP2678
528	R-HSA-1253288	Downregulation of ERBB4 signaling	Homo sapiens	
529	R-HSA-194138	Signaling by VEGF	Homo sapiens	WP1919
530	R-HSA-194306	Neurophilin interactions with VEGF and VEGFR	Homo sapiens	
531	R-HSA-194313	VEGF ligand-receptor interactions	Homo sapiens	
532	R-HSA-195399	VEGF binds to VEGFR leading to receptor dimerization	Homo sapiens	
533	R-HSA-4420097	VEGFA-VEGFR2 Pathway	Homo sapiens	
534	R-HSA-5218921	VEGFR2 mediated cell proliferation	Homo sapiens	
535	R-HSA-5218920	VEGFR2 mediated vascular permeability	Homo sapiens	
536	R-HSA-190236	Signaling by FGFR	Homo sapiens	
537	R-HSA-5654738	Signaling by FGFR2	Homo sapiens	WP3338
538	R-HSA-190241	FGFR2 ligand binding and activation	Homo sapiens	
539	R-HSA-190375	FGFR2c ligand binding and activation	Homo sapiens	
540	R-HSA-190377	FGFR2b ligand binding and activation	Homo sapiens	
541	R-HSA-6803529	FGFR2 alternative splicing	Homo sapiens	
542	R-HSA-5654696	Downstream signaling of activated FGFR2	Homo sapiens	
543	R-HSA-5654699	SHC-mediated cascade:FGFR2	Homo sapiens	
544	R-HSA-5654695	PI-3K cascade:FGFR2	Homo sapiens	
545	R-HSA-5654221	Phospholipase C-mediated cascade; FGFR2	Homo sapiens	
546	R-HSA-5654700	FRS-mediated FGFR2 signaling	Homo sapiens	
547	R-HSA-5654727	Negative regulation of FGFR2 signaling	Homo sapiens	
548	R-HSA-1295596	Spry regulation of FGF signaling	Homo sapiens	
549	R-HSA-1295596	Spry regulation of FGF signaling	Homo sapiens	
550	R-HSA-1295596	Spry regulation of FGF signaling	Homo sapiens	
551	R-HSA-1295596	Spry regulation of FGF signaling	Homo sapiens	
552	R-HSA-5654741	Signaling by FGFR3	Homo sapiens	WP3336
553	R-HSA-5654732	Negative regulation of FGFR3 signaling	Homo sapiens	
554	R-HSA-5654708	Downstream signaling of activated FGFR3	Homo sapiens	
555	R-HSA-5654227	Phospholipase C-mediated cascade; FGFR3	Homo sapiens	
556	R-HSA-5654710	PI-3K cascade:FGFR3	Homo sapiens	
557	R-HSA-5654704	SHC-mediated cascade:FGFR3	Homo sapiens	
558	R-HSA-5654706	FRS-mediated FGFR3 signaling	Homo sapiens	
559	R-HSA-190239	FGFR3 ligand binding and activation	Homo sapiens	
560	R-HSA-190372	FGFR3c ligand binding and activation	Homo sapiens	
561	R-HSA-190371	FGFR3b ligand binding and activation	Homo sapiens	
562	R-HSA-5654736	Signaling by FGFR1	Homo sapiens	WP3335
563	R-HSA-190242	FGFR1 ligand binding and activation	Homo sapiens	
564	R-HSA-190373	FGFR1c ligand binding and activation	Homo sapiens	
565	R-HSA-190374	FGFR1c and Klotho ligand binding and activation	Homo sapiens	
566	R-HSA-190370	FGFR1b ligand binding and activation	Homo sapiens	
567	R-HSA-5654687	Downstream signaling of activated FGFR1	Homo sapiens	
568	R-HSA-5654688	SHC-mediated cascade:FGFR1	Homo sapiens	
569	R-HSA-5654689	PI-3K cascade:FGFR1	Homo sapiens	
570	R-HSA-5654219	Phospholipase C-mediated cascade: FGFR1	Homo sapiens	
571	R-HSA-5654693	FRS-mediated FGFR1 signaling	Homo sapiens	
572	R-HSA-5658623	FGFRL1 modulation of FGFR1 signaling	Homo sapiens	
573	R-HSA-5654726	Negative regulation of FGFR1 signaling	Homo sapiens	
574	R-HSA-5654743	Signaling by FGFR4	Homo sapiens	WP3334
575	R-HSA-5654733	Negative regulation of FGFR4 signaling	Homo sapiens	
576	R-HSA-5654716	Downstream signaling of activated FGFR4	Homo sapiens	
577	R-HSA-5654719	SHC-mediated cascade:FGFR4	Homo sapiens	
578	R-HSA-5654720	PI-3K cascade:FGFR4	Homo sapiens	
579	R-HSA-5654228	Phospholipase C-mediated cascade; FGFR4	Homo sapiens	
580	R-HSA-5654712	FRS-mediated FGFR4 signaling	Homo sapiens	
581	R-HSA-190322	FGFR4 ligand binding and activation	Homo sapiens	
582	R-HSA-1307965	betaKlotho-mediated ligand binding	Homo sapiens	
583	R-HSA-1502540	Signaling by Activin	Homo sapiens	WP2791
584	R-HSA-2473224	Antagonism of Activin by Follistatin	Homo sapiens	
585	R-HSA-382551	Transmembrane transport of small molecules	Homo sapiens	
586	R-HSA-5223345	Miscellaneous transport and binding events	Homo sapiens	WP3320
587	R-HSA-917937	Iron uptake and transport	Homo sapiens	WP2670
588	R-HSA-917977	Transferrin endocytosis and recycling	Homo sapiens	
589	R-HSA-445717	Aquaporin-mediated transport	Homo sapiens	
590	R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins	Homo sapiens	WP2662
591	R-HSA-432030	Transport of glycerol from adipocytes to the liver by Aquaporins	Homo sapiens	WP1926
592	R-HSA-432047	Passive transport by Aquaporins	Homo sapiens	WP1877
593	R-HSA-382556	ABC-family proteins mediated transport	Homo sapiens	WP1780
594	R-HSA-1369007	Mitochondrial ABC transporters	Homo sapiens	
595	R-HSA-1369062	ABC transporters in lipid homeostasis	Homo sapiens	
596	R-HSA-983712	Ion channel transport	Homo sapiens	
597	R-HSA-975298	Ligand-gated ion channel transport	Homo sapiens	
598	R-HSA-936837	Ion transport by P-type ATPases	Homo sapiens	
599	R-HSA-2672351	Stimuli-sensing channels	Homo sapiens	
600	R-HSA-3295583	TRP channels	Homo sapiens	
601	R-HSA-425407	SLC-mediated transmembrane transport	Homo sapiens	
602	R-HSA-189200	Hexose transport	Homo sapiens	WP1828
603	R-HSA-189200	Hexose transport	Homo sapiens	WP1828
604	R-HSA-70153	Glucose transport	Homo sapiens	
605	R-HSA-70153	Glucose transport	Homo sapiens	
606	R-HSA-170822	Regulation of Glucokinase by Glucokinase Regulatory Protein	Homo sapiens	
607	R-HSA-170822	Regulation of Glucokinase by Glucokinase Regulatory Protein	Homo sapiens	
608	R-HSA-425366	Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	Homo sapiens	WP1935
609	R-HSA-429593	Inositol transporters	Homo sapiens	
610	R-HSA-425410	Metal ion SLC transporters	Homo sapiens	
611	R-HSA-435354	Zinc transporters	Homo sapiens	
612	R-HSA-442380	Zinc influx into cells by the SLC39 gene family	Homo sapiens	
613	R-HSA-435368	Zinc efflux and compartmentalization by the SLC30 family	Homo sapiens	
614	R-HSA-442660	Na+/Cl- dependent neurotransmitter transporters	Homo sapiens	
615	R-HSA-433137	Sodium-coupled sulphate, di- and tri-carboxylate transporters	Homo sapiens	
616	R-HSA-428790	Facilitative Na+-independent glucose transporters	Homo sapiens	
617	R-HSA-428776	Class II GLUTs	Homo sapiens	
618	R-HSA-549132	Organic cation/anion/zwitterion transport	Homo sapiens	
619	R-HSA-561048	Organic anion transport	Homo sapiens	
620	R-HSA-549127	Organic cation transport	Homo sapiens	
621	R-HSA-428808	Na+-dependent glucose transporters	Homo sapiens	
622	R-HSA-444411	Rhesus glycoproteins mediate ammonium transport.	Homo sapiens	
623	R-HSA-433692	Proton-coupled monocarboxylate transport	Homo sapiens	
624	R-HSA-425393	Transport of inorganic cations/anions and amino acids/oligopeptides	Homo sapiens	
625	R-HSA-427652	Sodium-coupled phosphate cotransporters	Homo sapiens	
626	R-HSA-427589	Type II Na+/Pi cotransporters	Homo sapiens	
627	R-HSA-425986	Sodium/Proton exchangers	Homo sapiens	
628	R-HSA-428559	Proton-coupled neutral amino acid transporters	Homo sapiens	
629	R-HSA-352230	Amino acid transport across the plasma membrane	Homo sapiens	
630	R-HSA-425381	Bicarbonate transporters	Homo sapiens	
631	R-HSA-425561	Sodium/Calcium exchangers	Homo sapiens	
632	R-HSA-428643	Organic anion transporters	Homo sapiens	
633	R-HSA-427601	Multifunctional anion exchangers	Homo sapiens	
634	R-HSA-426117	Cation-coupled Chloride cotransporters	Homo sapiens	
635	R-HSA-427975	Proton/oligopeptide cotransporters	Homo sapiens	
636	R-HSA-425397	Transport of vitamins, nucleosides, and related molecules	Homo sapiens	WP1937
637	R-HSA-727802	Transport of nucleotide sugars	Homo sapiens	
638	R-HSA-83936	Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	Homo sapiens	
639	R-HSA-804914	Transport of fatty acids	Homo sapiens	
640	R-HSA-879518	Transport of organic anions	Homo sapiens	
641	R-HSA-1500931	Cell-Cell communication	Homo sapiens	
642	R-HSA-391160	Signal regulatory protein (SIRP) family interactions	Homo sapiens	WP1909
643	R-HSA-376172	DSCAM interactions	Homo sapiens	WP1808
644	R-HSA-446728	Cell junction organization	Homo sapiens	WP1793
645	R-HSA-446107	Type I hemidesmosome assembly	Homo sapiens	
646	R-HSA-446353	Cell-extracellular matrix interactions	Homo sapiens	
647	R-HSA-446343	Localization of the PINCH-ILK-PARVIN complex to focal adhesions	Homo sapiens	
648	R-HSA-446388	Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	Homo sapiens	
649	R-HSA-421270	Cell-cell junction organization	Homo sapiens	
650	R-HSA-420029	Tight junction interactions	Homo sapiens	
651	R-HSA-418990	Adherens junctions interactions	Homo sapiens	
652	R-HSA-420597	Nectin/Necl  trans heterodimerization	Homo sapiens	
653	R-HSA-373753	Nephrin interactions	Homo sapiens	WP1867
654	R-HSA-1643685	Disease	Homo sapiens	
655	R-HSA-5668914	Diseases of metabolism	Homo sapiens	
656	R-HSA-2160456	Phenylketonuria	Homo sapiens	
657	R-HSA-5663084	Diseases of carbohydrate metabolism	Homo sapiens	
658	R-HSA-2206281	Mucopolysaccharidoses	Homo sapiens	
659	R-HSA-2206285	MPS VI - Maroteaux-Lamy syndrome	Homo sapiens	
660	R-HSA-2206291	MPS IIIC - Sanfilippo syndrome C	Homo sapiens	
661	R-HSA-2206290	MPS IV - Morquio syndrome A	Homo sapiens	
662	R-HSA-2206302	MPS I - Hurler syndrome	Homo sapiens	
663	R-HSA-2206307	MPS IIIA - Sanfilippo syndrome A	Homo sapiens	
664	R-HSA-2206282	MPS IIIB - Sanfilippo syndrome B	Homo sapiens	
665	R-HSA-2206305	MPS IIID - Sanfilippo syndrome D	Homo sapiens	
666	R-HSA-2206296	MPS II - Hunter syndrome	Homo sapiens	
667	R-HSA-2206308	MPS IV - Morquio syndrome B	Homo sapiens	
668	R-HSA-2206292	MPS VII - Sly syndrome	Homo sapiens	
669	R-HSA-2206280	MPS IX - Natowicz syndrome	Homo sapiens	
670	R-HSA-5662853	Essential pentosuria	Homo sapiens	
671	R-HSA-6791465	Pentose phosphate pathway disease	Homo sapiens	
672	R-HSA-6791055	TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P	Homo sapiens	
673	R-HSA-6791461	RPIA deficiency: failed conversion of RU5P to R5P	Homo sapiens	
674	R-HSA-6791462	TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P	Homo sapiens	
675	R-HSA-5659996	RPIA deficiency: failed conversion of R5P to RU5P	Homo sapiens	
676	R-HSA-5657562	Essential fructosuria	Homo sapiens	
677	R-HSA-5659898	Intestinal saccharidase deficiencies	Homo sapiens	
678	R-HSA-5657560	Hereditary fructose intolerance	Homo sapiens	
679	R-HSA-3229121	Glycogen storage diseases	Homo sapiens	
680	R-HSA-3282872	Severe congenital neutropenia type 4 (G6PC3)	Homo sapiens	
681	R-HSA-3858516	Glycogen storage disease type 0 (liver GYS2)	Homo sapiens	
682	R-HSA-3878781	Glycogen storage disease type IV (GBE1)	Homo sapiens	
683	R-HSA-5357609	Glycogen storage disease type II (GAA)	Homo sapiens	
684	R-HSA-3814836	Glycogen storage disease type XV (GYG1)	Homo sapiens	
685	R-HSA-3229133	Glycogen storage disease type Ib (SLC37A4)	Homo sapiens	
686	R-HSA-3828062	Glycogen storage disease type 0 (muscle GYS1)	Homo sapiens	
687	R-HSA-3785653	Myoclonic epilepsy of Lafora	Homo sapiens	
688	R-HSA-3274531	Glycogen storage disease type Ia (G6PC)	Homo sapiens	
689	R-HSA-3296482	Defects in vitamin and cofactor metabolism	Homo sapiens	
690	R-HSA-3296469	Defects in cobalamin (B12) metabolism	Homo sapiens	
691	R-HSA-3359471	Defective MMAB causes methylmalonic aciduria type cblB	Homo sapiens	
692	R-HSA-3359463	Defective CUBN causes hereditary megaloblastic anemia 1	Homo sapiens	
693	R-HSA-3359474	Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC	Homo sapiens	
694	R-HSA-3359469	Defective MTR causes methylmalonic aciduria and homocystinuria type cblG	Homo sapiens	
695	R-HSA-3359457	Defective GIF causes intrinsic factor deficiency	Homo sapiens	
696	R-HSA-3359454	Defective TCN2 causes hereditary megaloblastic anemia	Homo sapiens	
697	R-HSA-3359458	Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF	Homo sapiens	
698	R-HSA-3359462	Defective AMN causes hereditary megaloblastic anemia 1	Homo sapiens	
699	R-HSA-3359475	Defective MMAA causes methylmalonic aciduria type cblA	Homo sapiens	
700	R-HSA-3359467	Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE	Homo sapiens	
701	R-HSA-3359473	Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD	Homo sapiens	
702	R-HSA-3359478	Defective MUT causes methylmalonic aciduria mut type	Homo sapiens	
703	R-HSA-3359485	Defective CD320 causes methylmalonic aciduria	Homo sapiens	
704	R-HSA-5683329	Defective ABCD4 causes methylmalonic aciduria and homocystinuria, cblj type (MAHCJ)	Homo sapiens	
705	R-HSA-5683329	Defective ABCD4 causes methylmalonic aciduria and homocystinuria, cblj type (MAHCJ)	Homo sapiens	
706	R-HSA-3323169	Defects in biotin (Btn) metabolism	Homo sapiens	
707	R-HSA-3371598	Defective BTD causes biotidinase deficiency	Homo sapiens	
708	R-HSA-3371599	Defective HLCS causes multiple carboxylase deficiency	Homo sapiens	
709	R-HSA-5687613	Diseases associated with surfactant metabolism	Homo sapiens	
710	R-HSA-5687583	Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM)	Homo sapiens	
711	R-HSA-5619045	Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM)	Homo sapiens	
712	R-HSA-5688399	Defective ABCA3 causes pulmonary surfactant metabolism dysfunction 3 (SMDP3)	Homo sapiens	
713	R-HSA-5688354	Defective pro-SFTPC causes pulmonary surfactant metabolism dysfunction 2 (SMDP2) and respiratory distress syndrome (RDS)	Homo sapiens	
714	R-HSA-5687868	Defective SFTPA2 causes idiopathic pulmonary fibrosis (IPF)	Homo sapiens	
715	R-HSA-5688890	Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4)	Homo sapiens	
716	R-HSA-5688849	Defective CSF2RB causes pulmonary surfactant metabolism dysfunction 5 (SMDP5)	Homo sapiens	
717	R-HSA-5688031	Defective pro-SFTPB causes pulmonary surfactant metabolism dysfunction 1 (SMDP1) and respiratory distress syndrome (RDS)	Homo sapiens	
718	R-HSA-5579029	Metabolic disorders of biological oxidation enzymes	Homo sapiens	
719	R-HSA-5579024	Defective MAT1A causes Methionine adenosyltransferase deficiency (MATD)	Homo sapiens	
720	R-HSA-5579006	Defective GSS causes Glutathione synthetase deficiency (GSS deficiency)	Homo sapiens	
721	R-HSA-5579031	Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)	Homo sapiens	
722	R-HSA-5579005	Defective CYP4F22 causes Ichthyosis, congenital, autosomal recessive 5 (ARCI5)	Homo sapiens	
723	R-HSA-5579016	Defective UGT1A4 causes hyperbilirubinemia	Homo sapiens	
724	R-HSA-5579007	Defective ACY1 causes encephalopathy	Homo sapiens	
725	R-HSA-5579002	Defective UGT1A1 causes hyperbilirubinemia	Homo sapiens	
726	R-HSA-5579028	Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)	Homo sapiens	
727	R-HSA-5578995	Defective TPMT causes Thiopurine S-methyltransferase deficiency (TPMT deficiency)	Homo sapiens	
728	R-HSA-5579032	Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD)	Homo sapiens	
729	R-HSA-5578997	Defective AHCY causes Hypermethioninemia with S-adenosylhomocysteine hydrolase deficiency (HMAHCHD)	Homo sapiens	
730	R-HSA-5579011	Defective CYP2U1 causes Spastic paraplegia 56, autosomal recessive (SPG56)	Homo sapiens	
731	R-HSA-5579004	Defective CYP26C1 causes Focal facial dermal dysplasia 4 (FFDD4)	Homo sapiens	
732	R-HSA-5579009	Defective CYP11B2 causes Corticosterone methyloxidase 1 deficiency (CMO-1 deficiency)	Homo sapiens	
733	R-HSA-5579026	Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)	Homo sapiens	
734	R-HSA-5579013	Defective CYP7B1 causes Spastic paraplegia 5A, autosomal recessive (SPG5A) and Congenital bile acid synthesis defect 3 (CBAS3)	Homo sapiens	
735	R-HSA-5579014	Defective CYP27B1 causes Rickets vitamin D-dependent 1A (VDDR1A)	Homo sapiens	
736	R-HSA-5579010	Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)	Homo sapiens	
737	R-HSA-5579027	Defective CYP2R1 causes Rickets vitamin D-dependent 1B (VDDR1B)	Homo sapiens	
738	R-HSA-5579019	Defective FMO3 causes Trimethylaminuria (TMAU)	Homo sapiens	
739	R-HSA-5579020	Defective SLC35D1 causes Schneckenbecken dysplasia (SCHBCKD)	Homo sapiens	
740	R-HSA-5579030	Defective CYP19A1 causes Aromatase excess syndrome (AEXS)	Homo sapiens	
741	R-HSA-5579012	Defective MAOA causes Brunner syndrome (BRUNS)	Homo sapiens	
742	R-HSA-5578998	Defective OPLAH causes 5-oxoprolinase deficiency (OPLAHD)	Homo sapiens	
743	R-HSA-5579021	Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3)	Homo sapiens	
744	R-HSA-5578999	Defective GCLC causes Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency (HAGGSD)	Homo sapiens	
745	R-HSA-5579015	Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA)	Homo sapiens	
